tache,kind,idx,text
1,a,53,Des spécialités locales
1,a,54,Le bruit altère le sens du goût des passagers
1,a,55,À choisir ses produits
1,a,56,Agent de sécurité
1,a,57,D’envoyer des photos
1,a,58,Elles habitent dans le même pays
1,a,59,La nécessité de s’exiler pour pouvoir travailler
1,a,60,Ils permettent un contact direct avec un écran tactile
1,a,61,Enthousiaste pour le restaurant
1,a,62,Une visite guidée originale
1,a,63,Il explique l’idée de départ d’un livre de Modiano
1,a,64,Faire de la musique avec d’autres personnes
1,a,65,Leur forme
1,a,66,Elle est bonne pour la santé
1,a,67,Elle les revend d’occasion
1,a,68,Travailler dans une maison d’édition
1,a,69,Dans la protection des droits
1,a,70,Des enregistrements sonores d’article de journal
1,a,71,Aux locataires qui ont de faibles revenus
1,a,72,Le bruit altère le sens du goût des passagers
1,a,73,Faire de la musique avec d’autres personnes
1,a,74,Pour éviter de tomber malades
1,a,75,Il peut partager sa passion avec un public
1,a,76,Donner une famille aux enfants
1,a,77,Les Parisiens peuvent accéder facilement à des livres électroniques
1,a,78,Il est passionné d’ouvrages sur les langues
1,a,79,Consulter sa boîte de réception de courriels
1,a,80,Aux locataires qui ont de faibles revenus
1,a,81,Il explique l’idée de départ d’un livre de Modiano
1,a,82,Faire des courses
1,a,83,Pour favoriser une autre pédagogie
1,a,84,Leur forme
1,a,85,Leur rendement au travail diminue
1,a,86,Ils se connectent en toute liberté
1,a,87,De réutiliser des objets
1,a,88,Ils obtiennent des conseils sur le mode d’emploi
1,a,89,Les échanges en famille s’améliorent
1,a,90,Il permet d’être plus détendu
1,a,91,À conseiller le promeneur
1,a,92,Faciliter la recherche d’emploi
1,a,93,C’est un spécialiste du sujet
1,a,94,Goûter des recettes
1,a,95,La nécessité de s’exiler pour pouvoir travailler
1,a,96,Signaler les difficultés de circulation
1,a,97,Effectuer des tâches administratives
1,a,98,Aux locataires qui ont de faibles revenus
1,a,99,De lutter contre les imitations
1,a,100,"Oui, grâce à des méthodes très simples"
1,a,101,Pour favoriser une autre pédagogie
1,a,102,Elle souhaite des renseignements
1,a,103,Partager son appartement pour deux mois
1,a,104,Présenter de nouveaux produits
1,a,105,Créer des emplois
1,a,106,Faire la preuve de son désir de travailler
1,a,107,Présenter les relations familiales avec humour
1,a,108,Tenter une nouvelle aventure
1,a,109,Une boisson gratuite
1,a,110,De voir Lyon d’une façon différente
1,a,111,De manger quotidiennement du chocolat
1,a,112,Rencontrer des stars du cinéma
1,a,113,Ils répondent aux questions des internautes
1,a,114,Un métier
1,a,115,On s’en méfie en France
1,a,116,Les étiquettes trompeuses
1,a,117,Créer un site collaboratif de données
1,a,118,Des valises
1,a,119,Pour s’installer dans un local plus vaste
1,a,120,D’argent pour la course
1,a,121,Il va arriver en retard chez lui
1,a,122,Goûter des recettes
1,a,123,Il a réussi à séduire un public local
1,a,124,D’un homme qui produit des œuvres originales
1,a,125,Une méthode pour choisir une formation
1,a,126,Le secret d’une bonne préparation
1,a,127,Une publicité à faible coût
1,a,128,Sur la somme qu’elle a coûtée
1,a,129,La rapidité de sa construction
1,a,130,Transporter des personnes
1,a,131,Les clubs disparaissaient vite après leur création
1,a,132,D’organiser des échanges de longue durée
1,a,133,Un accompagnement personnalisé
1,a,134,Pour marcher sans souffrir
1,a,135,Satisfaire la demande en produits biologiques locaux
1,a,136,Pour lui proposer de passer le voir avec son amie
1,a,137,Faciliter la recherche d’emploi
1,a,138,Ils donnent accès au sauna
1,a,139,Faire plus attention au bruit
1,a,140,Assister à un spectacle
1,a,141,Un jeu
1,a,142,La réduction des effectifs de l’entreprise
1,a,143,Il permet d’être plus détendu
1,a,144,Il a trouvé quelque chose dans son fromage
1,a,145,De collecter du plastique
1,a,146,Elle est bonne pour la santé
1,a,147,Annuler son achat
1,a,148,Assister à des spectacles
1,a,149,Les clubs disparaissaient vite après leur création
1,a,150,Pour respecter des normes d’hygiène
1,a,151,De traiter seul des affections bénignes
1,a,152,Une offre intéressante
1,a,153,Faire de ces loisirs des moments de partage
1,a,154,Elle réunit les caractéristiques de deux continents
1,a,155,De faire un don
1,a,156,Jouer dans un film
1,a,157,D’envoyer des photos
1,a,158,Goûter des recettes
1,a,159,Exercer un travail satisfaisant
1,a,160,Son ambiance créative
1,a,161,Ils comprennent mieux l’intérêt des apprentissages proposés
1,a,162,Ils modifient les aptitudes mentales
1,a,163,Faire des courses
1,a,164,Faciliter la recherche d’emploi
1,a,165,Une chambre chez l’habitant
1,a,166,Vérifier sa consommation
1,a,167,Des travaux sur la ligne
1,a,168,D’un lieu d’accueil
1,a,169,La pression de la société
1,a,170,Elle permet d’améliorer ses performances
1,a,171,Son humour fait passer un message sérieux
1,a,172,Un travail avec des enfants
1,a,173,Baisser certains tarifs
1,a,174,De l’aide pour une association
1,a,175,Découvrir des monuments connus
1,a,176,Trois ans d’expérience professionnelle
1,a,177,Les œuvres de peintres du début du 20e siècle
1,a,178,Apprendre des gestes pour protéger l’environnement
1,a,179,Rencontrer les candidats sans rien savoir d’eux
1,a,180,Le secret d’une bonne préparation
1,a,181,À choisir ses produits
1,a,182,L’échanger
1,a,183,Analyser leurs effets
1,a,184,Goûter des recettes
1,a,185,De l’utilisation du portable
1,a,186,Faire des courses dans un magasin
1,a,187,De visiter une grande exposition
1,a,188,La durée de la représentation
1,a,189,Le secret d’une bonne préparation
1,a,190,Des activités pour l’été
1,a,191,De pratiquer leur sport différemment
1,a,192,Un candidat a des études supérieures
1,a,193,D’une idée nouvelle de recyclage
1,a,194,Ils s’exercent sans interruption dans l’année
1,a,195,On va arrêter de les vendre
1,a,196,Faire des courses dans un magasin
1,a,197,La pression de la société
1,a,198,Ils comprennent mieux l’intérêt des apprentissages proposés
1,a,199,Téléphoner aux horaires indiqués
1,a,200,Un message d’excuse
1,a,201,De libérer les lieux pendant les travaux
1,a,202,Il présente des films réalisés par des personnes sourdes
1,a,203,Marrakech
1,a,204,Une manière originale de rencontrer des gens près de chez elle
1,a,205,Pour marcher sans souffrir
1,a,206,Mieux comprendre les préférences alimentaires des enfants
1,a,207,L’enquête policière d’une personne très rationnelle
1,a,208,Pour échanger des conseils sur le vélo
1,a,209,De voir Lyon d’une façon différente
1,a,210,D’argent pour la course
1,a,211,Elle propose une découverte du Japon
1,a,212,Pour faire des économies de papier
1,a,213,Un lieu de livraison
1,a,214,D’un homme qui produit des œuvres originales
1,a,215,On veut les préserver durablement
1,a,216,Elle est déjà finie
1,a,217,De faire un repas entre voisins
1,a,218,Faire des courses dans un magasin
1,a,219,Elle est bonne pour la santé
1,a,220,L’offre spéciale de l’été
1,a,221,Faire ses courses plus rapidement
1,a,222,De dormir au milieu de la nature
1,a,223,Pour clarifier ses idées
1,a,224,Il donne un conseil
1,a,225,Si c’est le fruit d’une décision personnelle
1,a,226,Lister leurs besoins de matériel
1,a,227,Ils ont fait le plein à très bas prix
1,a,228,Pour éviter de tomber malades
1,a,229,Présenter de nouveaux produits
1,a,230,Assister à un spectacle
1,a,231,De développer des projets collectifs pour la ville
1,a,232,Créer des emplois
1,a,233,Il permet d’être plus détendu
1,a,234,Elle est déjà finie
1,a,235,De les protéger de la chaleur
1,a,236,De participer à un jeu
1,a,237,Il va arriver en retard chez lui
1,a,238,En France
1,a,239,Accueillir les patients avec bienveillance
1,a,240,De bien choisir une formation
1,a,241,Pourquoi dormir ?
1,a,242,Faciliter le retour à l’emploi des mères
1,a,243,Son humour fait passer un message sérieux
1,a,244,Pour lui proposer de passer le voir avec son amie
1,a,245,De devenir membre de l’orchestre municipal
1,a,246,Une chambre chez l’habitant
1,a,247,L’assistance d’une personne
1,a,248,Les dangers des aliments mal conservés
1,a,249,De réutiliser des objets
1,a,250,De visiter une grande exposition
1,a,251,Les étiquettes trompeuses
1,a,252,Elle est déjà finie
1,a,253,La transformation d’un logement
1,a,254,Faciliter la recherche d’emploi
1,a,255,Leur forme
1,a,256,Apporter à boire
1,a,257,De se reposer et de découvrir le milieu marin
1,a,258,La France demeure une petite productrice sur le plan européen
1,a,259,Des enregistrements sonores d’articles de journaux
1,a,260,À leur dimension
1,a,261,Réaliser une étude d’observation des astres
1,a,262,De dormir au milieu de la nature
1,a,263,Elle est bonne pour la santé
1,a,264,Faire ses courses plus rapidement
1,a,265,Elles ont besoin d’accompagnement
1,a,266,Goûter des recettes
1,a,267,Faire des courses dans un magasin
1,a,268,Elle abrite une vie animée
1,a,269,Les producteurs évitent de prendre des risques
1,a,270,De lutter contre les imitations
1,a,271,De collecter du plastique
1,a,272,L’anniversaire d’un magasin
1,a,273,De préparer un entretien d’embauche
1,a,274,Assister à des spectacles
1,a,275,De l’utilisation du portable
1,a,276,De réutiliser des objets
1,a,277,Elle est dans sa famille
1,a,278,Ils comprennent mieux l’intérêt des apprentissages proposés
1,a,279,Les personnes qui y travaillent
1,a,280,De dormir au milieu de la nature
1,a,281,L’anniversaire d’un magasin
1,a,282,Se couvrir la gorge
1,a,283,Découvrir des instruments de musique
1,a,284,Participer à la rédaction d’articles
1,a,285,De jardiner dans des lieux publics
1,a,286,Les bienfaits de la déconnexion pendant les congés
1,a,287,De l’arrivée d’une femme dans un village
1,a,288,Son humour fait passer un message sérieux
1,a,289,Aux professeurs qui feront participer leurs élèves
1,a,290,Elle est bonne pour la santé
1,a,291,Il peut partager sa passion avec un public
1,a,292,Pour lui proposer des dates de rencontre
1,a,293,Travailler dans une maison d’édition
1,a,294,L’enseignement est d’un bon niveau
1,a,295,Ils commencent plus tôt que d’habitude
1,a,296,Les conséquences du travail de nuit sur la santé
1,a,297,Envoyer un courriel
1,a,298,Écrire un message à monsieur Dubois
1,a,299,Leur forme
1,a,300,Favoriser la cohabitation entre les générations
1,a,301,Ils donnent accès au sauna
1,a,302,Accueillir le théâtre à l’école
1,a,303,Sur une île
1,a,304,On s’en méfie en France
1,a,305,Les échanges en famille s’améliorent
1,a,306,Réaliser une étude d’observation des astres
1,a,307,Enseigner une langue
1,a,308,De devenir membre de l’orchestre municipal
1,a,309,D’une idée nouvelle de recyclage
1,a,310,De nouveaux horaires
1,a,311,Obtenir des articles variés
1,a,312,De développer des projets collectifs pour la ville
1,a,313,De visiter une grande exposition
1,a,314,Demander un justificatif
1,a,315,Développer la formation continue
1,a,316,Gagner de l’argent pour leur séjour
1,a,317,De l’aide pour une association
1,a,318,Leur rendement au travail diminue
1,a,319,Elles habitent dans le même pays
1,a,320,De se reposer et de découvrir le milieu marin
1,a,321,C’est un appui pédagogique supplémentaire
1,a,322,Parler à des dessinateurs
1,a,323,La quête du bonheur facile
1,a,324,Il explique l’idée de départ d’un livre de Modiano
1,a,325,Présenter un film
1,a,326,De manger quotidiennement du chocolat
1,a,327,Annuler son achat
1,a,328,Les dangers des aliments mal conservés
1,a,329,Pour faire des économies de papier
1,a,330,Améliorer l’environnement professionnel
1,a,331,Les frais d’envoi peuvent en augmenter le coût
1,a,332,Un jeu
1,a,333,Elle est sous-estimée en tant que moyen d’amélioration
1,a,334,De dormir au milieu de la nature
1,a,335,Pour éviter de tomber malade
1,a,336,De devenir membre de l’orchestre municipal
1,a,337,Assister à des spectacles
1,a,338,Des activités de loisir
1,a,339,Assister à un spectacle
1,a,340,Ils permettent un contact direct avec un écran tactile
1,a,341,Une méthode pour choisir une formation
1,a,342,Le secret d’une bonne préparation
1,a,343,Elle réunit les caractéristiques de deux continents
1,a,344,De faire un don
1,a,345,De libérer les lieux pendant les travaux
1,a,346,La majorité des solariums ne respectent pas du tout la loi
1,a,347,De suivre une formation
1,a,348,De faire une visite originale
1,a,349,La pression de la société
1,a,350,Mieux comprendre les préférences alimentaires des enfants
1,a,351,Promouvoir d’autres offres commerciales de la SNCF
1,a,352,Gagner de l’argent pour leur séjour
1,a,353,De participer à un jeu
1,a,354,De poser leurs jours de vacances
1,a,355,Demander de l’aide
1,a,356,Transporter des personnes
1,a,357,Il est proche des lieux à visiter
1,a,358,De traiter seul des affections bénignes
1,a,359,Les personnes qui y travaillent
1,a,360,Les clients ont fait un mauvais choix lors de l’achat
